clave, nom, eta, value
theta,,001,-0.0295898409658
theta,,001,0.0185570857435
theta,,001,0.0452480331594
theta,,001,-0.0646564653566
theta,,001,0.0425572104028
theta,,001,0.00793418003732
theta,,001,-0.120731808405
theta,,001,-0.070986385063
theta,,001,0.0690800203061
theta,,001,-0.0439762299346
theta,,001,-0.020609214605
theta,,001,0.0910584291299
theta,,001,-0.116734511404
theta,,001,0.0160415179335
theta,,001,-0.0259504685387
theta,,001,-0.000869492377661
theta,,001,-0.0680823484349
theta,,001,-0.0457870045181
theta,,001,0.246621441428
theta,,001,-0.0897970206129
theta,,001,0.0128218110375
theta,,001,-0.0205128317828
theta,,001,0.00197985620945
theta,,001,0.0330227662578
theta,,001,0.0114702838064
theta,,001,-0.0256292417413
theta,,001,0.00793646502488
theta,,001,0.033922763368
theta,,001,0.0511704621165
theta,,001,0.298086839816
theta,,001,0.00411881350511
theta,,001,0.0638366738806
theta,,001,-0.045272684827
theta,,001,0.0206174799579
theta,,001,0.000644957533675
theta,,001,0.0185957414405
theta,,001,0.238571912854
theta,,001,0.0451972404091
theta,,001,0.00881839985969
theta,,001,-0.0367850729513
theta,,001,0.0399301200053
theta,,001,0.0303506082004
theta,,001,0.000874048296758
theta,,001,-0.00098439354247
theta,,001,0.0136475379236
theta,,001,-0.0430698261758
theta,,001,-0.00618937124272
theta,,001,0.0416677514468
theta,,001,-0.0077427296783
theta,,001,-0.00647400409558
theta,,001,-0.0311473890932
theta,,001,-0.00587338517692
theta,,001,-0.0483425538077
theta,,001,0.00794232445171
theta,,001,0.00568236761562
theta,,001,-0.000370677736207
theta,,001,-0.0310775045166
theta,,001,0.0280759835303
theta,,001,-0.0184345947458
theta,,001,0.00277603265407
theta,,001,0.070986385063
theta,,001,-0.0185957414405
theta,,001,-0.0216610487927
theta,,001,0.0256292417413
theta,,001,0.0557401122279
theta,,001,-0.000754016528339
theta,,001,-0.000757962946522
theta,,001,0.0283712418955
theta,,001,-0.00487784347695
theta,,001,-0.0379012145736
theta,,001,-0.000945502105547
theta,,001,0.012476536821
theta,,001,-0.000106950242452
theta,,001,-0.0555882161499
theta,,001,0.0692603998205
theta,,001,0.0292241921404
theta,,001,0.00170527191243
theta,,001,-0.0136604204092
theta,,001,0.100686215328
theta,,001,0.0109675843056
theta,,001,0.0503462446555
theta,,001,3.98019259865e-06
theta,,001,-0.0497042770312
theta,,001,0.107501533008
