clave, nom, eta, value
afl,ANGOSTURA,001,3.63797880709e-12
afl,ANGOSTURA,002,0.0
afl,ANGOSTURA,003,0.0
afl,ANGOSTURA,004,0.0
afl,ANGOSTURA,005,-7.27595761418e-12
afl,ANGOSTURA,006,0.0
afl,ANGOSTURA,007,-3.63797880709e-12
afl,ANGOSTURA,008,0.0
afl,ANGOSTURA,009,0.0
afl,ANGOSTURA,010,0.0
afl,ANGOSTURA,011,7.27595761418e-12
afl,ANGOSTURA,012,-3.63797880709e-12
afl,ANGOSTURA,013,-3.63797880709e-12
afl,ANGOSTURA,014,0.0
afl,ANGOSTURA,015,0.0
afl,ANGOSTURA,016,0.0
afl,ANGOSTURA,017,-3.63797880709e-12
afl,ANGOSTURA,018,0.0
afl,ANGOSTURA,019,0.0
afl,ANGOSTURA,020,-3.63797880709e-12
afl,ANGOSTURA,021,-3.63797880709e-12
afl,ANGOSTURA,022,0.0
afl,ANGOSTURA,023,-3.63797880709e-12
afl,ANGOSTURA,024,-3.63797880709e-12
afl,ANGOSTURA,025,0.0
afl,ANGOSTURA,026,-3.63797880709e-12
afl,ANGOSTURA,027,-3.63797880709e-12
afl,ANGOSTURA,028,0.0
afl,ANGOSTURA,029,0.0
afl,ANGOSTURA,030,0.0
afl,ANGOSTURA,031,-3.63797880709e-12
afl,ANGOSTURA,032,-3.63797880709e-12
afl,ANGOSTURA,033,3.63797880709e-12
afl,ANGOSTURA,034,-3.63797880709e-12
afl,ANGOSTURA,035,-3.63797880709e-12
afl,ANGOSTURA,036,0.0
afl,ANGOSTURA,037,-3.63797880709e-12
afl,ANGOSTURA,038,-3.63797880709e-12
afl,ANGOSTURA,039,0.0
afl,ANGOSTURA,040,-3.63797880709e-12
afl,ANGOSTURA,041,-3.63797880709e-12
afl,ANGOSTURA,042,0.0
afl,ANGOSTURA,043,-3.63797880709e-12
afl,ANGOSTURA,044,-3.63797880709e-12
afl,ANGOSTURA,045,0.0
afl,ANGOSTURA,046,-3.63797880709e-12
afl,ANGOSTURA,047,-3.63797880709e-12
afl,ANGOSTURA,048,0.0
afl,ANGOSTURA,049,-3.63797880709e-12
afl,ANGOSTURA,050,0.0
afl,ANGOSTURA,051,3.63797880709e-12
afl,ANGOSTURA,052,0.0
afl,ANGOSTURA,053,0.0
afl,ANGOSTURA,054,0.0
afl,ANGOSTURA,055,0.0
afl,ANGOSTURA,056,0.0
afl,ANGOSTURA,057,0.0
afl,ANGOSTURA,058,3.63797880709e-12
afl,ANGOSTURA,059,0.0
afl,ANGOSTURA,060,-3.63797880709e-12
afl,ANGOSTURA,061,-3.63797880709e-12
afl,ANGOSTURA,062,0.0
afl,ANGOSTURA,063,-3.63797880709e-12
afl,ANGOSTURA,064,-3.63797880709e-12
afl,ANGOSTURA,065,0.0
afl,ANGOSTURA,066,6.91215973347e-11
afl,ANGOSTURA,067,0.0
afl,ANGOSTURA,068,-3.63797880709e-12
afl,ANGOSTURA,069,-3.63797880709e-12
afl,ANGOSTURA,070,0.0
afl,ANGOSTURA,071,-3.63797880709e-12
afl,ANGOSTURA,072,-3.63797880709e-12
afl,ANGOSTURA,073,1.09139364213e-11
afl,ANGOSTURA,074,0.0
afl,ANGOSTURA,075,0.0
afl,ANGOSTURA,076,0.0
afl,ANGOSTURA,077,-3.63797880709e-12
afl,ANGOSTURA,078,0.0
afl,ANGOSTURA,079,0.0
afl,ANGOSTURA,080,-3.63797880709e-12
afl,ANGOSTURA,081,-3.63797880709e-12
afl,ANGOSTURA,082,0.0
afl,ANGOSTURA,083,-3.63797880709e-12
afl,ANGOSTURA,084,-3.63797880709e-12
afl,ANGOSTURA,085,0.0
afl,ANGOSTURA,086,-3.63797880709e-12
afl,ANGOSTURA,087,-3.63797880709e-12
afl,ANGOSTURA,088,0.0
afl,ANGOSTURA,089,-3.63797880709e-12
afl,ANGOSTURA,090,-3.63797880709e-12
afl,ANGOSTURA,091,0.0
afl,ANGOSTURA,092,-3.63797880709e-12
afl,ANGOSTURA,093,-3.63797880709e-12
afl,ANGOSTURA,094,0.0
afl,ANGOSTURA,095,-3.63797880709e-12
afl,ANGOSTURA,096,-3.63797880709e-12
afl,ANGOSTURA,097,0.0
afl,ANGOSTURA,098,2.91038304567e-11
afl,ANGOSTURA,099,0.0
afl,ANGOSTURA,100,0.0
afl,ANGOSTURA,101,3.63797880709e-12
afl,ANGOSTURA,102,0.0
afl,ANGOSTURA,103,3.63797880709e-12
afl,ANGOSTURA,104,-3.63797880709e-12
afl,ANGOSTURA,105,-3.63797880709e-12
afl,ANGOSTURA,106,0.0
afl,ANGOSTURA,107,-3.63797880709e-12
afl,ANGOSTURA,108,-3.63797880709e-12
afl,ANGOSTURA,109,0.0
afl,ANGOSTURA,110,-3.63797880709e-12
afl,ANGOSTURA,111,-3.63797880709e-12
afl,ANGOSTURA,112,0.0
afl,ANGOSTURA,113,-3.63797880709e-12
afl,ANGOSTURA,114,-3.63797880709e-12
afl,ANGOSTURA,115,0.0
afl,ANGOSTURA,116,-3.63797880709e-12
afl,ANGOSTURA,117,-3.63797880709e-12
afl,ANGOSTURA,118,0.0
afl,ANGOSTURA,119,-3.63797880709e-12
afl,ANGOSTURA,120,-3.63797880709e-12
afl,ANGOSTURA,121,0.0
afl,ANGOSTURA,122,3.27418092638e-11
afl,ANGOSTURA,123,0.0
afl,ANGOSTURA,124,-3.63797880709e-12
afl,ANGOSTURA,125,0.0
afl,ANGOSTURA,126,0.0
afl,ANGOSTURA,127,0.0
afl,ANGOSTURA,128,-3.63797880709e-12
afl,ANGOSTURA,129,-3.63797880709e-12
afl,ANGOSTURA,130,0.0
afl,ANGOSTURA,131,-3.63797880709e-12
afl,ANGOSTURA,132,-3.63797880709e-12
afl,ANGOSTURA,133,0.0
afl,ANGOSTURA,134,-3.63797880709e-12
afl,ANGOSTURA,135,-3.63797880709e-12
afl,ANGOSTURA,136,0.0
afl,ANGOSTURA,137,-3.63797880709e-12
afl,ANGOSTURA,138,-3.63797880709e-12
afl,ANGOSTURA,139,0.0
afl,ANGOSTURA,140,-3.63797880709e-12
afl,ANGOSTURA,141,-3.63797880709e-12
afl,ANGOSTURA,142,0.0
afl,ANGOSTURA,143,-3.63797880709e-12
afl,ANGOSTURA,144,-3.63797880709e-12
afl,ANGOSTURA,145,0.0
afl,ANGOSTURA,146,2.54658516496e-11
afl,ANGOSTURA,147,0.0
afl,ANGOSTURA,148,0.0
afl,ANGOSTURA,149,0.0
afl,ANGOSTURA,150,0.0
afl,ANGOSTURA,151,-3.63797880709e-12
afl,ANGOSTURA,152,-3.63797880709e-12
afl,ANGOSTURA,153,0.0
afl,ANGOSTURA,154,-3.63797880709e-12
afl,ANGOSTURA,155,-3.63797880709e-12
afl,ANGOSTURA,156,0.0
afl,ANGOSTURA,157,-3.63797880709e-12
afl,ANGOSTURA,158,-3.63797880709e-12
afl,ANGOSTURA,159,0.0
afl,ANGOSTURA,160,-3.63797880709e-12
afl,ANGOSTURA,161,-3.63797880709e-12
afl,ANGOSTURA,162,0.0
afl,ANGOSTURA,163,-3.63797880709e-12
afl,ANGOSTURA,164,-3.63797880709e-12
afl,ANGOSTURA,165,0.0
afl,ANGOSTURA,166,-3.63797880709e-12
afl,ANGOSTURA,167,-3.63797880709e-12
afl,ANGOSTURA,168,0.0
afl,CANUTILLAR,001,0.0
afl,CANUTILLAR,002,3.63797880709e-12
afl,CANUTILLAR,003,3.63797880709e-12
afl,CANUTILLAR,004,0.0
afl,CANUTILLAR,005,3.63797880709e-12
afl,CANUTILLAR,006,0.0
afl,CANUTILLAR,007,3.63797880709e-12
afl,CANUTILLAR,008,0.0
afl,CANUTILLAR,009,3.63797880709e-12
afl,CANUTILLAR,010,0.0
afl,CANUTILLAR,011,3.63797880709e-12
afl,CANUTILLAR,012,3.63797880709e-12
afl,CANUTILLAR,013,0.0
afl,CANUTILLAR,014,3.63797880709e-12
afl,CANUTILLAR,015,0.0
afl,CANUTILLAR,016,3.63797880709e-12
afl,CANUTILLAR,017,0.0
afl,CANUTILLAR,018,3.63797880709e-12
afl,CANUTILLAR,019,0.0
afl,CANUTILLAR,020,0.0
afl,CANUTILLAR,021,0.0
afl,CANUTILLAR,022,0.0
afl,CANUTILLAR,023,-7.27595761418e-12
afl,CANUTILLAR,024,0.0
afl,CANUTILLAR,025,0.0
afl,CANUTILLAR,026,0.0
afl,CANUTILLAR,027,-7.27595761418e-12
afl,CANUTILLAR,028,0.0
afl,CANUTILLAR,029,0.0
afl,CANUTILLAR,030,0.0
afl,CANUTILLAR,031,0.0
afl,CANUTILLAR,032,-7.27595761418e-12
afl,CANUTILLAR,033,0.0
afl,CANUTILLAR,034,0.0
afl,CANUTILLAR,035,0.0
afl,CANUTILLAR,036,-7.27595761418e-12
afl,CANUTILLAR,037,0.0
afl,CANUTILLAR,038,0.0
afl,CANUTILLAR,039,0.0
afl,CANUTILLAR,040,0.0
afl,CANUTILLAR,041,-7.27595761418e-12
afl,CANUTILLAR,042,0.0
afl,CANUTILLAR,043,0.0
afl,CANUTILLAR,044,0.0
afl,CANUTILLAR,045,-7.27595761418e-12
afl,CANUTILLAR,046,0.0
afl,CANUTILLAR,047,0.0
afl,CANUTILLAR,048,0.0
afl,CANUTILLAR,049,0.0
afl,CANUTILLAR,050,-7.27595761418e-12
afl,CANUTILLAR,051,0.0
afl,CANUTILLAR,052,0.0
afl,CANUTILLAR,053,0.0
afl,CANUTILLAR,054,-7.27595761418e-12
afl,CANUTILLAR,055,0.0
afl,CANUTILLAR,056,0.0
afl,CANUTILLAR,057,0.0
afl,CANUTILLAR,058,0.0
afl,CANUTILLAR,059,-7.27595761418e-12
afl,CANUTILLAR,060,0.0
afl,CANUTILLAR,061,0.0
afl,CANUTILLAR,062,0.0
afl,CANUTILLAR,063,-7.27595761418e-12
afl,CANUTILLAR,064,0.0
afl,CANUTILLAR,065,0.0
afl,CANUTILLAR,066,0.0
afl,CANUTILLAR,067,0.0
afl,CANUTILLAR,068,-7.27595761418e-12
afl,CANUTILLAR,069,0.0
afl,CANUTILLAR,070,0.0
afl,CANUTILLAR,071,0.0
afl,CANUTILLAR,072,-7.27595761418e-12
afl,CANUTILLAR,073,0.0
afl,CANUTILLAR,074,0.0
afl,CANUTILLAR,075,0.0
afl,CANUTILLAR,076,0.0
afl,CANUTILLAR,077,-7.27595761418e-12
afl,CANUTILLAR,078,0.0
afl,CANUTILLAR,079,0.0
afl,CANUTILLAR,080,0.0
afl,CANUTILLAR,081,-7.27595761418e-12
afl,CANUTILLAR,082,0.0
afl,CANUTILLAR,083,0.0
afl,CANUTILLAR,084,0.0
afl,CANUTILLAR,085,0.0
afl,CANUTILLAR,086,-7.27595761418e-12
afl,CANUTILLAR,087,0.0
afl,CANUTILLAR,088,0.0
afl,CANUTILLAR,089,0.0
afl,CANUTILLAR,090,-7.27595761418e-12
afl,CANUTILLAR,091,0.0
afl,CANUTILLAR,092,0.0
afl,CANUTILLAR,093,0.0
afl,CANUTILLAR,094,0.0
afl,CANUTILLAR,095,-7.27595761418e-12
afl,CANUTILLAR,096,0.0
afl,CANUTILLAR,097,0.0
afl,CANUTILLAR,098,0.0
afl,CANUTILLAR,099,-7.27595761418e-12
afl,CANUTILLAR,100,0.0
afl,CANUTILLAR,101,0.0
afl,CANUTILLAR,102,0.0
afl,CANUTILLAR,103,0.0
afl,CANUTILLAR,104,-7.27595761418e-12
afl,CANUTILLAR,105,0.0
afl,CANUTILLAR,106,0.0
afl,CANUTILLAR,107,0.0
afl,CANUTILLAR,108,-7.27595761418e-12
afl,CANUTILLAR,109,0.0
afl,CANUTILLAR,110,0.0
afl,CANUTILLAR,111,0.0
afl,CANUTILLAR,112,0.0
afl,CANUTILLAR,113,-7.27595761418e-12
afl,CANUTILLAR,114,0.0
afl,CANUTILLAR,115,0.0
afl,CANUTILLAR,116,0.0
afl,CANUTILLAR,117,-7.27595761418e-12
afl,CANUTILLAR,118,0.0
afl,CANUTILLAR,119,0.0
afl,CANUTILLAR,120,0.0
afl,CANUTILLAR,121,0.0
afl,CANUTILLAR,122,-7.27595761418e-12
afl,CANUTILLAR,123,0.0
afl,CANUTILLAR,124,0.0
afl,CANUTILLAR,125,0.0
afl,CANUTILLAR,126,-7.27595761418e-12
afl,CANUTILLAR,127,0.0
afl,CANUTILLAR,128,0.0
afl,CANUTILLAR,129,0.0
afl,CANUTILLAR,130,0.0
afl,CANUTILLAR,131,-7.27595761418e-12
afl,CANUTILLAR,132,0.0
afl,CANUTILLAR,133,0.0
afl,CANUTILLAR,134,0.0
afl,CANUTILLAR,135,-7.27595761418e-12
afl,CANUTILLAR,136,0.0
afl,CANUTILLAR,137,0.0
afl,CANUTILLAR,138,0.0
afl,CANUTILLAR,139,0.0
afl,CANUTILLAR,140,-7.27595761418e-12
afl,CANUTILLAR,141,0.0
afl,CANUTILLAR,142,0.0
afl,CANUTILLAR,143,0.0
afl,CANUTILLAR,144,-7.27595761418e-12
afl,CANUTILLAR,145,0.0
afl,CANUTILLAR,146,0.0
afl,CANUTILLAR,147,0.0
afl,CANUTILLAR,148,0.0
afl,CANUTILLAR,149,-7.27595761418e-12
afl,CANUTILLAR,150,0.0
afl,CANUTILLAR,151,0.0
afl,CANUTILLAR,152,0.0
afl,CANUTILLAR,153,-7.27595761418e-12
afl,CANUTILLAR,154,0.0
afl,CANUTILLAR,155,0.0
afl,CANUTILLAR,156,0.0
afl,CANUTILLAR,157,0.0
afl,CANUTILLAR,158,-7.27595761418e-12
afl,CANUTILLAR,159,0.0
afl,CANUTILLAR,160,0.0
afl,CANUTILLAR,161,0.0
afl,CANUTILLAR,162,-7.27595761418e-12
afl,CANUTILLAR,163,0.0
afl,CANUTILLAR,164,0.0
afl,CANUTILLAR,165,0.0
afl,CANUTILLAR,166,0.0
afl,CANUTILLAR,167,-7.27595761418e-12
afl,CANUTILLAR,168,0.0
afl,CIPRESES,001,2.91322521662e-13
afl,CIPRESES,002,2.11031192521e-12
afl,CIPRESES,003,2.91322521662e-13
afl,CIPRESES,004,-1.52766688188e-12
afl,CIPRESES,005,2.91322521662e-13
afl,CIPRESES,006,2.91322521662e-13
afl,CIPRESES,007,2.91322521662e-13
afl,CIPRESES,008,-3.34665628543e-12
afl,CIPRESES,009,2.11031192521e-12
afl,CIPRESES,010,-1.52766688188e-12
afl,CIPRESES,011,2.11031192521e-12
afl,CIPRESES,012,-3.34665628543e-12
afl,CIPRESES,013,2.11031192521e-12
afl,CIPRESES,014,-3.34665628543e-12
